transaction_id,customer_name,amount,date
TX100120,Customer_841,4039.13,2025-10-23 17:00:33.160554
TX100121,Customer_1095,4481.5,2025-09-30 17:00:33.160554
TX100122,Customer_1303,1596.84,2025-10-13 17:00:33.160554
TX100123,Customer_1352,559.16,2025-10-28 17:00:33.160554
TX100124,Customer_31,1147.4,2025-11-14 17:00:33.160554
TX100125,Customer_1591,2141.27,2025-11-17 17:00:33.160554
TX100126,Customer_1019,4091.89,2025-11-19 17:00:33.160554
TX100127,Customer_1698,4305.05,2025-11-09 17:00:33.160554
TX100128,Customer_850,44.69,2025-11-09 17:00:33.160554
TX100129,Customer_436,2558.63,2025-10-28 17:00:33.160554
TX100130,Customer_99,2092.88,2025-10-31 17:00:33.160554
TX100131,Customer_928,1118.32,2025-10-23 17:00:33.160554
TX100132,Customer_549,608.13,2025-10-05 17:00:33.160554
TX100133,Customer_1514,1694.7,2025-10-01 17:00:33.160554
TX100134,Customer_1929,4715.12,2025-11-04 17:00:33.160554
TX100135,Customer_1672,1622.78,2025-10-05 17:00:33.160554
TX100136,Customer_971,2598.77,2025-09-23 17:00:33.160554
TX100137,Customer_1746,3518.06,2025-11-09 17:00:33.160554
TX100138,Customer_494,1824.51,2025-09-30 17:00:33.160554
TX100139,Customer_418,4859.19,2025-11-12 17:00:33.160554
TX100140,Customer_1132,4812.61,2025-10-11 17:00:33.160554
TX100141,Customer_785,1266.39,2025-11-18 17:00:33.160554
TX100142,Customer_1964,2491.27,2025-10-30 17:00:33.160554
TX100143,Customer_536,1511.38,2025-11-20 17:00:33.160554
TX100144,Customer_1346,1431.35,2025-10-26 17:00:33.160554
TX100145,Customer_261,194.07,2025-09-29 17:00:33.160554
TX100146,Customer_933,3051.73,2025-09-29 17:00:33.160554
TX100147,Customer_1647,2518.37,2025-11-01 17:00:33.160554
TX100148,Customer_1996,266.88,2025-10-30 17:00:33.160554
TX100149,Customer_903,1400.45,2025-09-22 17:00:33.160554
TX100150,Customer_1676,4542.25,2025-10-20 17:00:33.160554
TX100151,Customer_1345,1205.41,2025-10-05 17:00:33.160554
TX100152,Customer_652,733.03,2025-10-08 17:00:33.160554
TX100153,Customer_1737,2452.37,2025-10-27 17:00:33.160554
TX100154,Customer_1180,4928.4,2025-10-14 17:00:33.160554
TX100155,Customer_1072,1217.86,2025-11-20 17:00:33.160554
TX100156,Customer_1287,3363.96,2025-11-02 17:00:33.160554
TX100157,Customer_1400,3810.48,2025-11-16 17:00:33.160554
TX100158,Customer_399,1195.81,2025-10-24 17:00:33.160554
TX100159,Customer_615,3643.8,2025-11-02 17:00:33.160554
TX100160,Customer_1345,1845.24,2025-11-05 17:00:33.160554
TX100161,Customer_1946,3165.21,2025-09-22 17:00:33.160554
TX100162,Customer_1670,3171.31,2025-11-04 17:00:33.160554
TX100163,Customer_1525,2683.52,2025-10-26 17:00:33.160554
TX100164,Customer_990,460.55,2025-10-14 17:00:33.160554
TX100165,Customer_221,4178.16,2025-11-17 17:00:33.160554
TX100166,Customer_1061,1610.69,2025-10-28 17:00:33.160554
TX100167,Customer_96,940.73,2025-11-17 17:00:33.160554
TX100168,Customer_434,213.47,2025-10-12 17:00:33.160554
TX100169,Customer_1603,2958.56,2025-10-01 17:00:33.160554
TX100170,Customer_113,3391.05,2025-11-07 17:00:33.160554
TX100171,Customer_1005,92.77,2025-10-25 17:00:33.160554
TX100172,Customer_1017,2565.34,2025-10-09 17:00:33.160554
TX100173,Customer_1800,1140.21,2025-11-11 17:00:33.160554
TX100174,Customer_1298,3229.41,2025-11-13 17:00:33.160554
TX100175,Customer_1637,880.09,2025-10-18 17:00:33.160554
TX100176,Customer_1990,3457.78,2025-11-11 17:00:33.160554
TX100177,Customer_1302,1939.81,2025-11-15 17:00:33.160554
TX100178,Customer_1231,4684.28,2025-10-02 17:00:33.160554
TX100179,Customer_740,696.23,2025-09-26 17:00:33.160554
TX100180,Customer_968,1711.92,2025-10-28 17:00:33.160554
TX100181,Customer_1510,576.23,2025-11-09 17:00:33.160554
TX100182,Customer_1189,4624.22,2025-11-04 17:00:33.160554
TX100183,Customer_1817,4387.92,2025-10-15 17:00:33.160554
TX100184,Customer_1765,1297.13,2025-10-21 17:00:33.160554
TX100185,Customer_1633,3303.32,2025-10-02 17:00:33.160554
TX100186,Customer_260,4087.94,2025-11-01 17:00:33.160554
TX100187,Customer_1315,2780.45,2025-10-02 17:00:33.160554
TX100188,Customer_607,2652.96,2025-11-15 17:00:33.160554
TX100189,Customer_1059,1216.84,2025-10-31 17:00:33.160554
TX100190,Customer_1511,474.58,2025-11-02 17:00:33.160554
TX100191,Customer_604,4487.11,2025-10-09 17:00:33.160554
TX100192,Customer_1727,4503.09,2025-11-01 17:00:33.160554
TX100193,Customer_1004,3169.18,2025-11-14 17:00:33.160554
TX100194,Customer_1312,1701.76,2025-10-31 17:00:33.160554
TX100195,Customer_1251,1752.56,2025-09-22 17:00:33.160554
TX100196,Customer_727,3632.52,2025-11-17 17:00:33.160554
TX100197,Customer_367,4486.58,2025-11-01 17:00:33.160554
TX100198,Customer_1158,4436.56,2025-09-22 17:00:33.160554
TX100199,Customer_164,3901.58,2025-11-16 17:00:33.160554
TX100200,Customer_293,3213.74,2025-10-18 17:00:33.160554
TX100201,Customer_1001,429.86,2025-10-17 17:00:33.160554
TX100202,Customer_699,816.53,2025-11-07 17:00:33.160554
TX100203,Customer_571,4493.79,2025-10-17 17:00:33.160554
TX100204,Customer_432,3036.08,2025-09-25 17:00:33.160554
TX100205,Customer_1577,55.89,2025-11-01 17:00:33.160554
TX100206,Customer_398,516.34,2025-11-13 17:00:33.160554
TX100207,Customer_1777,3320.87,2025-11-19 17:00:33.160554
TX100208,Customer_1554,35.26,2025-09-29 17:00:33.160554
TX100209,Customer_1721,812.43,2025-11-13 17:00:33.160554
TX100210,Customer_571,2748.18,2025-10-19 17:00:33.160554
TX100211,Customer_1005,3462.56,2025-09-24 17:00:33.160554
TX100212,Customer_31,3263.29,2025-10-16 17:00:33.160554
TX100213,Customer_1764,1129.1,2025-09-26 17:00:33.160554
TX100214,Customer_731,3563.77,2025-11-13 17:00:33.160554
TX100215,Customer_1080,1193.87,2025-10-25 17:00:33.160554
TX100216,Customer_1251,1633.74,2025-10-03 17:00:33.160554
TX100217,Customer_1514,3734.99,2025-11-20 17:00:33.160554
TX100218,Customer_688,3251.67,2025-10-26 17:00:33.160554
TX100219,Customer_162,4247.62,2025-10-15 17:00:33.160554
TX100220,Customer_1207,3291.49,2025-10-29 17:00:33.160554
TX100221,Customer_242,2845.86,2025-10-05 17:00:33.160554
TX100222,Customer_1500,477.44,2025-11-12 17:00:33.160554
TX100223,Customer_1949,1844.9,2025-11-02 17:00:33.160554
TX100224,Customer_802,1333.36,2025-10-06 17:00:33.160554
TX100225,Customer_1508,1227.51,2025-10-23 17:00:33.160554
TX100226,Customer_635,4865.32,2025-10-08 17:00:33.160554
TX100227,Customer_1324,1971.56,2025-10-31 17:00:33.160554
TX100228,Customer_979,4461.31,2025-10-16 17:00:33.160554
TX100229,Customer_882,3159.38,2025-10-03 17:00:33.160554
TX100230,Customer_1869,3976.11,2025-11-13 17:00:33.160554
TX100231,Customer_860,2518.16,2025-11-18 17:00:33.160554
TX100232,Customer_548,2888.75,2025-11-16 17:00:33.160554
TX100233,Customer_1238,2467.66,2025-11-19 17:00:33.160554
TX100234,Customer_1605,984.26,2025-10-14 17:00:33.160554
TX100235,Customer_1867,3615.04,2025-09-23 17:00:33.160554
TX100236,Customer_1007,1411.05,2025-10-05 17:00:33.160554
TX100237,Customer_210,131.34,2025-10-01 17:00:33.160554
TX100238,Customer_70,3230.91,2025-09-27 17:00:33.160554
TX100239,Customer_1295,893.78,2025-11-11 17:00:33.160554
TX100240,Customer_1546,4702.89,2025-10-24 17:00:33.160554
TX100241,Customer_1004,4770.1,2025-11-09 17:00:33.160554
TX100242,Customer_126,4575.17,2025-11-01 17:00:33.160554
TX100243,Customer_1972,1857.09,2025-11-02 17:00:33.160554
TX100244,Customer_1712,87.13,2025-11-01 17:00:33.160554
TX100245,Customer_1636,4642.31,2025-11-11 17:00:33.160554
TX100246,Customer_1798,2146.64,2025-10-02 17:00:33.160554
TX100247,Customer_26,4833.61,2025-11-20 17:00:33.160554
TX100248,Customer_118,4818.46,2025-10-15 17:00:33.160554
TX100249,Customer_686,4266.52,2025-11-14 17:00:33.160554
TX100250,Customer_710,1479.3,2025-11-01 17:00:33.160554
TX100251,Customer_55,1931.64,2025-09-28 17:00:33.160554
TX100252,Customer_1733,4257.17,2025-11-10 17:00:33.160554
TX100253,Customer_1321,1591.44,2025-10-01 17:00:33.160554
TX100254,Customer_1321,855.77,2025-10-11 17:00:33.160554
TX100255,Customer_963,2788.44,2025-10-15 17:00:33.160554
TX100256,Customer_53,4681.41,2025-10-29 17:00:33.160554
TX100257,Customer_410,3483.19,2025-11-15 17:00:33.160554
TX100258,Customer_1286,2854.61,2025-10-02 17:00:33.160554
TX100259,Customer_1131,494.91,2025-11-19 17:00:33.160554
TX100260,Customer_1796,3078.89,2025-10-01 17:00:33.160554
TX100261,Customer_795,4950.37,2025-10-23 17:00:33.160554
TX100262,Customer_84,709.02,2025-11-03 17:00:33.160554
TX100263,Customer_584,2596.46,2025-10-23 17:00:33.160554
TX100264,Customer_1339,4388.09,2025-10-01 17:00:33.160554
TX100265,Customer_1999,3706.44,2025-11-09 17:00:33.160554
TX100266,Customer_289,3488.11,2025-10-17 17:00:33.160554
TX100267,Customer_929,3515.4,2025-10-13 17:00:33.160554
TX100268,Customer_440,1803.86,2025-10-05 17:00:33.160554
TX100269,Customer_1089,1475.02,2025-09-29 17:00:33.160554
TX100270,Customer_1462,4048.71,2025-11-17 17:00:33.160554
TX100271,Customer_1004,4052.47,2025-10-31 17:00:33.160554
TX100272,Customer_1273,4336.69,2025-09-21 17:00:33.160554
TX100273,Customer_1287,4567.07,2025-10-25 17:00:33.160554
TX100274,Customer_510,2561.6,2025-10-16 17:00:33.160554
TX100275,Customer_444,2512.57,2025-11-03 17:00:33.160554
TX100276,Customer_1435,3993.49,2025-11-17 17:00:33.160554
TX100277,Customer_186,3253.32,2025-10-28 17:00:33.160554
TX100278,Customer_1382,3512.81,2025-09-30 17:00:33.160554
TX100279,Customer_1462,3981.01,2025-10-25 17:00:33.160554
TX100280,Customer_1473,4451.13,2025-09-27 17:00:33.160554
TX100281,Customer_236,1696.6,2025-10-18 17:00:33.160554
TX100282,Customer_184,1884.16,2025-10-01 17:00:33.160554
TX100283,Customer_1679,478.97,2025-11-04 17:00:33.160554
TX100284,Customer_1840,2895.62,2025-11-18 17:00:33.160554
TX100285,Customer_1385,189.35,2025-09-24 17:00:33.160554
TX100286,Customer_1912,2333.33,2025-11-05 17:00:33.160554
TX100287,Customer_1318,2717.8,2025-11-06 17:00:33.160554
TX100288,Customer_1429,1439.84,2025-11-18 17:00:33.160554
TX100289,Customer_1897,2958.26,2025-11-19 17:00:33.160554
TX100290,Customer_1738,162.2,2025-09-21 17:00:33.160554
TX100291,Customer_1331,196.37,2025-09-29 17:00:33.160554
TX100292,Customer_1515,4114.78,2025-10-12 17:00:33.160554
TX100293,Customer_1503,1807.35,2025-10-31 17:00:33.160554
TX100294,Customer_289,644.03,2025-09-21 17:00:33.160554
TX100295,Customer_1020,2615.99,2025-10-15 17:00:33.160554
TX100296,Customer_295,3852.27,2025-11-16 17:00:33.160554
TX100297,Customer_143,1086.95,2025-11-19 17:00:33.160554
TX100298,Customer_972,3118.22,2025-10-15 17:00:33.160554
TX100299,Customer_1742,435.88,2025-10-11 17:00:33.160554
TX100300,Customer_980,267.89,2025-09-26 17:00:33.160554
TX100301,Customer_1848,2661.46,2025-09-26 17:00:33.160554
TX100302,Customer_239,2707.77,2025-11-09 17:00:33.160554
TX100303,Customer_1788,3190.78,2025-11-03 17:00:33.160554
TX100304,Customer_1842,3633.2,2025-09-26 17:00:33.160554
TX100305,Customer_1741,4879.5,2025-10-12 17:00:33.160554
TX100306,Customer_1286,2586.34,2025-10-15 17:00:33.160554
TX100307,Customer_1188,1621.55,2025-09-23 17:00:33.160554
TX100308,Customer_1936,3977.98,2025-11-06 17:00:33.160554
TX100309,Customer_1508,1361.45,2025-11-01 17:00:33.160554
TX100310,Customer_1929,2200.47,2025-09-27 17:00:33.160554
TX100311,Customer_1674,401.5,2025-10-11 17:00:33.160554
TX100312,Customer_321,136.5,2025-11-14 17:00:33.160554
TX100313,Customer_574,4813.62,2025-09-28 17:00:33.160554
TX100314,Customer_1994,4181.54,2025-11-04 17:00:33.160554
TX100315,Customer_1198,3482.91,2025-10-03 17:00:33.160554
TX100316,Customer_1836,2050.68,2025-09-28 17:00:33.160554
TX100317,Customer_1611,874.74,2025-10-29 17:00:33.160554
TX100318,Customer_1980,790.62,2025-11-14 17:00:33.160554
TX100319,Customer_17,1258.71,2025-10-29 17:00:33.160554
TX100320,Customer_1774,2750.64,2025-11-05 17:00:33.160554
TX100321,Customer_1565,3575.83,2025-10-23 17:00:33.160554
TX100322,Customer_1167,3304.38,2025-10-28 17:00:33.160554
TX100323,Customer_950,1406.87,2025-10-18 17:00:33.160554
TX100324,Customer_1334,4774.78,2025-10-05 17:00:33.160554
TX100325,Customer_558,3692.11,2025-10-30 17:00:33.160554
TX100326,Customer_945,2776.23,2025-11-09 17:00:33.160554
TX100327,Customer_669,3062.49,2025-09-30 17:00:33.160554
TX100328,Customer_376,2103.8,2025-10-17 17:00:33.160554
TX100329,Customer_215,1246.18,2025-10-15 17:00:33.160554
TX100330,Customer_555,1786.3,2025-09-29 17:00:33.160554
TX100331,Customer_1285,3791.65,2025-11-06 17:00:33.160554
TX100332,Customer_205,81.82,2025-09-24 17:00:33.160554
TX100333,Customer_1829,589.2,2025-10-17 17:00:33.160554
TX100334,Customer_1584,239.55,2025-09-21 17:00:33.160554
TX100335,Customer_1923,213.24,2025-10-14 17:00:33.160554
TX100336,Customer_1363,4278.75,2025-10-24 17:00:33.160554
TX100337,Customer_1875,3521.25,2025-10-14 17:00:33.160554
TX100338,Customer_1852,2376.13,2025-11-03 17:00:33.160554
TX100339,Customer_1070,498.19,2025-10-07 17:00:33.160554
TX100340,Customer_350,2463.16,2025-11-09 17:00:33.160554
TX100341,Customer_1518,2372.62,2025-09-30 17:00:33.160554
TX100342,Customer_70,874.28,2025-10-09 17:00:33.160554
TX100343,Customer_1876,2174.92,2025-11-04 17:00:33.160554
TX100344,Customer_707,1998.54,2025-09-26 17:00:33.160554
TX100345,Customer_1961,3083.09,2025-10-30 17:00:33.160554
TX100346,Customer_1184,3179.12,2025-09-27 17:00:33.160554
TX100347,Customer_566,236.07,2025-11-18 17:00:33.160554
TX100348,Customer_55,1879.32,2025-10-11 17:00:33.160554
TX100349,Customer_255,3133.04,2025-11-09 17:00:33.160554
TX100350,Customer_1449,2520.65,2025-11-11 17:00:33.160554
TX100351,Customer_522,4283.88,2025-11-03 17:00:33.160554
TX100352,Customer_1855,3296.88,2025-09-28 17:00:33.160554
TX100353,Customer_1607,823.04,2025-11-17 17:00:33.160554
TX100354,Customer_381,362.14,2025-10-28 17:00:33.160554
TX100355,Customer_1587,3215.67,2025-10-17 17:00:33.160554
TX100356,Customer_255,142.29,2025-10-31 17:00:33.160554
TX100357,Customer_1278,2933.02,2025-10-05 17:00:33.160554
TX100358,Customer_1291,4701.75,2025-11-15 17:00:33.160554
TX100359,Customer_1376,2881.62,2025-10-14 17:00:33.160554
TX100360,Customer_804,1946.97,2025-11-13 17:00:33.160554
TX100361,Customer_13,3220.01,2025-10-13 17:00:33.160554
TX100362,Customer_328,2296.68,2025-10-24 17:00:33.160554
TX100363,Customer_625,2732.63,2025-11-07 17:00:33.160554
TX100364,Customer_1090,4707.91,2025-10-24 17:00:33.160554
TX100365,Customer_682,1936.65,2025-11-06 17:00:33.160554
TX100366,Customer_1288,4806.34,2025-11-05 17:00:33.160554
TX100367,Customer_1933,4527.7,2025-10-18 17:00:33.160554
TX100368,Customer_1441,987.0,2025-11-18 17:00:33.160554
TX100369,Customer_1684,356.11,2025-10-12 17:00:33.160554
TX100370,Customer_747,512.88,2025-10-03 17:00:33.160554
TX100371,Customer_1981,100.93,2025-10-04 17:00:33.160554
TX100372,Customer_518,481.27,2025-11-01 17:00:33.160554
TX100373,Customer_1041,3418.2,2025-11-19 17:00:33.160554
TX100374,Customer_1239,365.23,2025-10-31 17:00:33.160554
TX100375,Customer_428,1601.69,2025-11-05 17:00:33.160554
TX100376,Customer_1575,4225.93,2025-10-08 17:00:33.160554
TX100377,Customer_191,126.13,2025-10-02 17:00:33.160554
TX100378,Customer_1829,4074.2,2025-11-17 17:00:33.160554
TX100379,Customer_1517,1416.46,2025-10-28 17:00:33.160554
TX100380,Customer_1596,599.64,2025-10-05 17:00:33.160554
TX100381,Customer_904,3486.72,2025-11-17 17:00:33.160554
TX100382,Customer_1407,3148.42,2025-11-04 17:00:33.160554
TX100383,Customer_867,4388.59,2025-10-01 17:00:33.160554
TX100384,Customer_74,3678.0,2025-11-18 17:00:33.160554
TX100385,Customer_339,4019.37,2025-11-07 17:00:33.160554
TX100386,Customer_724,1417.35,2025-11-13 17:00:33.160554
TX100387,Customer_86,895.42,2025-10-12 17:00:33.160554
TX100388,Customer_596,3755.57,2025-10-03 17:00:33.160554
TX100389,Customer_741,4036.11,2025-11-20 17:00:33.160554
TX100390,Customer_289,4952.62,2025-11-06 17:00:33.160554
TX100391,Customer_1868,2068.96,2025-10-08 17:00:33.160554
TX100392,Customer_265,1866.37,2025-10-31 17:00:33.160554
TX100393,Customer_489,3884.3,2025-10-01 17:00:33.160554
TX100394,Customer_1988,1710.61,2025-09-21 17:00:33.160554
TX100395,Customer_256,4654.48,2025-10-20 17:00:33.160554
TX100396,Customer_1173,4293.48,2025-09-25 17:00:33.160554
TX100397,Customer_1886,2150.68,2025-09-27 17:00:33.160554
TX100398,Customer_1178,3756.85,2025-11-20 17:00:33.160554
TX100399,Customer_1744,3775.17,2025-11-15 17:00:33.160554
TX100400,Customer_1798,524.59,2025-10-17 17:00:33.160554
TX100401,Customer_71,4513.74,2025-11-08 17:00:33.160554
TX100402,Customer_711,2531.21,2025-09-26 17:00:33.160554
TX100403,Customer_816,4134.02,2025-11-02 17:00:33.160554
TX100404,Customer_942,1607.05,2025-11-06 17:00:33.160554
TX100405,Customer_1225,4478.66,2025-10-15 17:00:33.160554
TX100406,Customer_159,1952.12,2025-10-18 17:00:33.160554
TX100407,Customer_690,64.08,2025-10-09 17:00:33.160554
TX100408,Customer_1387,4527.86,2025-10-02 17:00:33.160554
TX100409,Customer_1458,465.52,2025-09-21 17:00:33.160554
TX100410,Customer_1444,1603.38,2025-11-19 17:00:33.160554
TX100411,Customer_1704,4750.81,2025-10-26 17:00:33.160554
TX100412,Customer_281,4753.53,2025-11-07 17:00:33.160554
TX100413,Customer_388,2871.46,2025-10-22 17:00:33.160554
TX100414,Customer_385,3162.87,2025-11-16 17:00:33.160554
TX100415,Customer_53,2247.74,2025-11-13 17:00:33.160554
TX100416,Customer_836,1473.12,2025-10-17 17:00:33.160554
TX100417,Customer_1893,1650.04,2025-11-03 17:00:33.160554
TX100418,Customer_157,3365.87,2025-10-30 17:00:33.160554
TX100419,Customer_1732,3764.35,2025-10-27 17:00:33.160554
TX100420,Customer_138,3959.98,2025-10-10 17:00:33.160554
TX100421,Customer_394,3950.19,2025-10-16 17:00:33.160554
TX100422,Customer_609,465.12,2025-11-01 17:00:33.160554
TX100423,Customer_1970,2477.16,2025-10-20 17:00:33.160554
TX100424,Customer_869,297.22,2025-10-25 17:00:33.160554
TX100425,Customer_1012,2752.15,2025-11-13 17:00:33.160554
TX100426,Customer_299,2213.24,2025-09-25 17:00:33.160554
TX100427,Customer_833,4439.64,2025-11-01 17:00:33.160554
TX100428,Customer_333,1761.07,2025-10-06 17:00:33.160554
TX100429,Customer_779,594.16,2025-11-13 17:00:33.160554
TX100430,Customer_1394,723.53,2025-09-24 17:00:33.160554
TX100431,Customer_1778,3809.94,2025-09-22 17:00:33.160554
